0.008483, 0.023927, 0.485621, -0.438154
0.008533, -0.079758, 0.375547, -0.393896
0.008583, -0.199396, 0.317272, -0.296528
0.008633, -0.279154, 0.220148, -0.163754
0.008683, -0.358912, 0.116549, -0.030981
0.008733, -0.382840, 0.019425, 0.190309
0.008783, -0.382840, -0.032375, 0.199161
0.008833, -0.366888, -0.058274, 0.225716
0.008883, -0.279154, -0.045325, 0.199161
0.008933, -0.183444, -0.077699, 0.084090
0.008983, -0.079758, -0.090649, -0.110645
0.009033, 0.047855, -0.071224, -0.154903
0.009083, 0.191420, -0.077699, -0.013277
0.009133, 0.279154, -0.038850, 0.190309
0.009183, 0.374864, 0.000000, 0.269974
0.009233, 0.454622, 0.038850, 0.208012
0.009283, 0.502477, 0.123024, 0.075239
0.009333, 0.446646, 0.207198, -0.075239
0.009383, 0.406767, 0.291372, -0.146051
0.009433, 0.311057, 0.356122, -0.146051
0.009483, 0.223323, 0.382022, -0.092942
0.009533, 0.071782, 0.407921, -0.057535
0.009583, -0.023927, 0.420871, -0.004426
0.009633, -0.135589, 0.401446, -0.048684
0.009683, -0.207371, 0.362597, -0.075239
0.009733, -0.279154, 0.271948, -0.110645
0.009783, -0.350936, 0.187773, -0.092942
0.009833, -0.382840, 0.110074, -0.084090
0.009883, -0.414743, 0.019425, -0.022129
0.009933, -0.342960, -0.032375, 0.022129
0.009983, -0.279154, -0.084174, 0.154903
0.010033, -0.215347, -0.090649, 0.154903
0.010083, -0.143565, -0.097124, 0.137200
0.010133, -0.031903, -0.071224, 0.048684
0.010183, 0.031903, -0.077699, -0.048684
0.010233, 0.095710, -0.038850, -0.075239
0.010283, 0.143565, 0.000000, -0.048684
0.010333, 0.167492, 0.051800, -0.013277
0.010383, 0.223323, 0.071224, -0.048684
0.010433, 0.239275, 0.084174, -0.119497
0.010483, 0.239275, 0.123024, -0.128348
0.010533, 0.199396, 0.142449, -0.057535
0.010583, 0.159516, 0.148924, 0.004426
0.010633, 0.119637, 0.142449, -0.004426
0.010683, 0.071782, 0.135974, 0.004426
0.010733, 0.031903, 0.161874, 0.013277
0.010783, -0.015952, 0.168349, 0.057535
0.010833, -0.047855, 0.194248, 0.101793
0.010883, -0.087734, 0.181298, 0.004426
0.010933, -0.127613, 0.155399, -0.039832
0.010983, -0.143565, 0.148924, -0.084090
0.011033, -0.175468, 0.123024, -0.022129
0.011083, -0.167492, 0.077699, 0.066387
0.011133, -0.183444, 0.051800, 0.013277
0.011183, -0.167492, -0.019425, -0.004426
0.011233, -0.159516, -0.038850, -0.057535
0.011283, -0.151541, -0.116549, -0.030981
0.011333, -0.103686, -0.148924, 0.030981
0.011383, -0.087734, -0.187773, 0.084090
0.011433, -0.031903, -0.194248, 0.154903
0.011483, -0.015952, -0.200723, 0.154903
0.011533, 0.023927, -0.220148, 0.084090
0.011583, 0.039879, -0.220148, 0.022129
0.011633, 0.039879, -0.207198, -0.004426
0.011683, 0.055831, -0.187773, -0.013277
0.011733, 0.039879, -0.168349, 0.004426
0.011783, 0.007976, -0.142449, 0.048684
0.011833, -0.007976, -0.129499, 0.154903
0.011883, -0.015952, -0.097124, 0.101793
0.011933, -0.079758, -0.058274, 0.101793
0.011983, -0.127613, -0.012950, 0.013277
0.012033, -0.143565, 0.032375, -0.004426
0.012083, -0.199396, 0.064749, -0.030981
0.012133, -0.215347, 0.071224, -0.004426
0.012183, -0.223323, 0.077699, -0.057535
