0.007812, 0.585578, -0.231274, 2.202213
0.007862, 0.685743, 0.143765, 1.039103
0.007912, 0.654923, 0.562559, -0.363472
0.007962, 0.593283, 0.900095, -1.364089
0.008012, 0.508528, 1.025108, -2.065377
0.008062, 0.315904, 0.987604, -2.664037
0.008112, 0.053935, 0.781332, -2.681141
0.008162, -0.208034, 0.412543, -1.723285
0.008212, -0.323609, -0.050005, -0.346368
0.008262, -0.446888, -0.487551, 0.602936
0.008312, -0.531643, -0.793834, 1.483821
0.008362, -0.454593, -0.843839, 2.484439
0.008412, -0.215739, -0.675071, 2.783769
0.008462, -0.100165, -0.312533, 1.937093
0.008512, -0.046230, 0.200021, 0.910818
0.008562, 0.084755, 0.743828, 0.380577
0.008612, 0.223444, 1.125118, -0.543070
0.008662, 0.107870, 1.331390, -1.945645
0.008712, -0.169509, 1.381395, -2.698246
0.008762, -0.269674, 1.162622, -2.150900
0.008812, -0.177214, 0.756330, -1.492374
0.008862, -0.277379, 0.225024, -1.227253
0.008912, -0.477708, -0.175018, -0.611488
0.008962, -0.431479, -0.468799, 0.637145
0.009012, -0.115575, -0.756330, 1.526583
0.009062, 0.154099, -0.987604, 1.432508
0.009112, 0.231149, -1.000105, 1.081864
0.009162, 0.446888, -0.781332, 1.056207
0.009212, 0.724268, -0.531306, 1.064759
0.009262, 0.901482, -0.287530, 0.731220
0.009312, 0.847547, 0.012501, 0.312158
0.009362, 0.731973, 0.318784, -0.166770
0.009412, 0.600988, 0.543807, -0.876609
0.009462, 0.392954, 0.525055, -1.671972
0.009512, 0.161804, 0.368789, -2.270632
0.009562, 0.015410, 0.068757, -2.407468
0.009612, -0.069345, -0.318784, -1.620658
0.009662, -0.084755, -0.725076, 0.183874
0.009712, -0.069345, -1.012607, 1.928540
0.009762, -0.130985, -1.068863, 2.492991
0.009812, -0.215739, -0.868841, 2.398916
0.009862, -0.146395, -0.362538, 1.919988
0.009912, 0.092460, 0.287530, 0.637145
0.009962, 0.315904, 0.843839, -1.193044
0.010012, 0.416069, 1.300137, -2.091034
0.010062, 0.462298, 1.587667, -1.851570
0.010112, 0.439184, 1.531411, -1.612106
0.010162, 0.192624, 1.218878, -1.800256
0.010212, -0.069345, 0.912596, -1.757495
0.010262, -0.107870, 0.581311, -1.355537
0.010312, 0.077050, 0.156266, -1.056207
0.010362, 0.223444, -0.300032, -0.799639
0.010412, 0.331314, -0.650068, 0.209531
0.010462, 0.485413, -0.893844, 1.817361
0.010512, 0.647218, -1.062612, 3.151517
0.010562, 0.708858, -1.112617, 3.698863
0.010612, 0.662628, -0.937599, 3.322563
0.010662, 0.639513, -0.550058, 2.099586
0.010712, 0.647218, -0.143765, 0.286502
0.010762, 0.631808, 0.275029, -1.569344
0.010812, 0.462298, 0.556309, -2.664037
0.010862, 0.269674, 0.593813, -2.638380
0.010912, 0.077050, 0.375039, -1.714733
0.010962, -0.092460, 0.018752, -0.269397
0.011012, -0.285084, -0.337536, 0.987789
0.011062, -0.354429, -0.606314, 1.783151
0.011112, -0.285084, -0.643818, 2.022615
0.011162, -0.146395, -0.443797, 1.697629
0.011212, 0.015410, -0.100011, 0.868057
0.011262, 0.138690, 0.381290, 0.021381
0.011312, 0.215739, 0.875092, -0.534518
